event_id,timestamp,control_id,domain,system,parameter,baseline_value,current_value,drift_detected,severity,action,changed_by,change_source,approval_status,environment,maintenance_window
EVT-000943,2026-04-25T14:41:21Z,CTRL-IAM-023,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_012,emergency,approved,development,False
EVT-000556,2026-04-25T19:17:48Z,CTRL-NET-017,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_046,maintenance,approved,production,True
EVT-000532,2026-04-25T21:04:45Z,CTRL-NET-020,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_020,maintenance,approved,testing,True
EVT-000200,2026-04-26T07:56:05Z,CTRL-LOG-028,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_002,change_request,approved,testing,True
EVT-000832,2026-04-26T10:45:22Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,rollback,admin_006,maintenance,pending,production,False
EVT-000691,2026-04-26T11:18:15Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_039,change_request,approved,testing,True
EVT-000863,2026-04-26T11:28:11Z,CTRL-IAM-021,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_031,maintenance,approved,production,True
EVT-000198,2026-04-26T15:06:39Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_008,maintenance,approved,development,True
EVT-000517,2026-04-27T05:33:21Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_042,change_request,approved,production,True
EVT-000344,2026-04-27T07:49:17Z,CTRL-IAM-008,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_031,change_request,approved,testing,True
EVT-000899,2026-04-27T08:34:56Z,CTRL-CLD-017,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_043,manual,approved,production,True
EVT-000741,2026-04-27T09:21:11Z,CTRL-NET-002,Network,Cisco Firewall,port_443,Allow,Deny,True,MEDIUM,modification,admin_029,maintenance,pending,staging,False
EVT-000719,2026-04-27T09:28:18Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_040,maintenance,approved,production,True
EVT-000427,2026-04-27T10:26:49Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_020,maintenance,approved,development,True
EVT-000571,2026-04-27T10:58:25Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_017,change_request,approved,testing,True
EVT-000464,2026-04-27T15:04:16Z,CTRL-SRV-004,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_009,change_request,approved,testing,True
EVT-000498,2026-04-27T16:17:05Z,CTRL-NET-022,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_046,maintenance,approved,staging,True
EVT-000019,2026-04-28T09:11:42Z,CTRL-IAM-001,Identity,AWS IAM,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_024,manual,pending,production,False
EVT-000282,2026-04-28T11:44:35Z,CTRL-NET-028,Network,Palo Alto Firewall,logging_enabled,Enabled,Enabled,False,NONE,modification,admin_050,maintenance,approved,testing,True
EVT-000860,2026-04-28T14:05:50Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_012,change_request,approved,development,False
EVT-000579,2026-04-28T14:15:44Z,CTRL-NET-016,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_031,change_request,approved,testing,True
EVT-000827,2026-04-28T16:47:33Z,CTRL-SRV-021,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,rollback,admin_027,maintenance,pending,production,False
EVT-000445,2026-04-29T13:11:49Z,CTRL-NET-020,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_018,maintenance,approved,testing,True
EVT-000372,2026-04-29T14:20:13Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_015,maintenance,approved,development,True
EVT-000818,2026-04-29T17:11:21Z,CTRL-SRV-025,Endpoint,Linux Server,ufw_firewall,Enabled,Disabled,True,HIGH,modification,admin_035,maintenance,expired,production,False
EVT-000328,2026-04-29T17:49:04Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_015,change_request,approved,testing,True
EVT-000170,2026-04-30T07:40:03Z,CTRL-LOG-023,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_049,maintenance,approved,development,True
EVT-000964,2026-04-30T09:39:39Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_024,emergency,approved,development,True
EVT-000780,2026-04-30T13:24:16Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Disabled,True,HIGH,modification,admin_024,manual,pending,development,True
EVT-000380,2026-04-30T13:46:17Z,CTRL-IAM-026,Identity,Microsoft Entra ID,risk_policy,Enabled,Enabled,False,NONE,modification,admin_006,change_request,approved,staging,True
EVT-000025,2026-04-30T16:12:39Z,CTRL-LOG-003,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,modification,admin_049,manual,emergency,development,False
EVT-000844,2026-04-30T22:06:02Z,CTRL-CLD-004,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_019,change_request,pending,testing,True
EVT-000558,2026-05-01T08:05:00Z,CTRL-SRV-027,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_027,change_request,approved,development,True
EVT-000231,2026-05-01T08:41:39Z,CTRL-LOG-021,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_034,change_request,approved,production,True
EVT-000798,2026-05-01T12:35:54Z,CTRL-CLD-003,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_020,maintenance,pending,development,True
EVT-000286,2026-05-01T16:15:35Z,CTRL-LOG-020,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_042,change_request,approved,testing,True
EVT-000816,2026-05-02T08:23:40Z,CTRL-SRV-001,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_011,manual,expired,production,False
EVT-000934,2026-05-02T08:33:18Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_032,manual,approved,development,True
EVT-000327,2026-05-02T09:37:23Z,CTRL-IAM-019,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_042,change_request,approved,development,True
EVT-000273,2026-05-02T10:15:02Z,CTRL-NET-023,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_005,maintenance,approved,development,False
EVT-000258,2026-05-02T10:31:26Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_048,change_request,approved,development,True
EVT-000944,2026-05-02T11:49:35Z,CTRL-SRV-032,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_048,change_request,approved,testing,False
EVT-000885,2026-05-02T14:32:22Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_019,emergency,approved,staging,False
EVT-000422,2026-05-02T16:43:55Z,CTRL-SRV-019,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_049,maintenance,approved,development,True
EVT-000362,2026-05-03T02:07:37Z,CTRL-LOG-018,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_003,maintenance,approved,staging,True
EVT-000501,2026-05-03T11:04:53Z,CTRL-NET-003,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_040,change_request,approved,development,True
EVT-000485,2026-05-03T12:25:26Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_032,maintenance,approved,development,True
EVT-000441,2026-05-03T14:42:32Z,CTRL-SRV-008,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_033,change_request,approved,testing,True
EVT-000631,2026-05-03T15:41:47Z,CTRL-SRV-007,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_013,change_request,approved,development,True
EVT-000875,2026-05-04T08:55:38Z,CTRL-SRV-020,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_036,emergency,approved,testing,False
EVT-000359,2026-05-04T13:37:32Z,CTRL-SRV-006,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_028,change_request,approved,staging,True
EVT-000391,2026-05-04T14:36:15Z,CTRL-CLD-005,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_010,maintenance,approved,production,True
EVT-000932,2026-05-04T16:21:17Z,CTRL-SRV-008,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_021,change_request,approved,testing,False
EVT-000121,2026-05-04T19:19:29Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_050,change_request,approved,development,False
EVT-000523,2026-05-05T03:42:27Z,CTRL-SRV-002,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_028,change_request,approved,staging,True
EVT-000235,2026-05-05T08:14:31Z,CTRL-CLD-010,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_039,maintenance,approved,staging,False
EVT-000292,2026-05-05T08:39:41Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_025,change_request,approved,testing,True
EVT-000839,2026-05-05T10:29:45Z,CTRL-CLD-006,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,rollback,admin_049,manual,pending,staging,False
EVT-000761,2026-05-05T14:19:06Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_037,maintenance,pending,development,False
EVT-000069,2026-05-05T15:21:19Z,CTRL-IAM-014,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_050,manual,pending,staging,False
EVT-000898,2026-05-06T04:56:55Z,CTRL-CLD-014,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_011,change_request,approved,staging,True
EVT-000926,2026-05-06T09:49:51Z,CTRL-SRV-019,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_048,maintenance,approved,development,True
EVT-000856,2026-05-06T10:26:19Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_043,change_request,approved,testing,False
EVT-000643,2026-05-06T13:39:50Z,CTRL-SRV-015,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_026,change_request,approved,development,True
EVT-000806,2026-05-06T14:45:58Z,CTRL-NET-003,Network,Cisco Firewall,port_443,Allow,Deny,True,MEDIUM,rollback,admin_046,maintenance,expired,development,False
EVT-000630,2026-05-06T15:14:29Z,CTRL-SRV-008,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_036,change_request,approved,testing,True
EVT-000790,2026-05-06T16:09:40Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,rollback,admin_037,manual,pending,development,False
EVT-000215,2026-05-06T17:07:10Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_039,change_request,approved,development,False
EVT-000608,2026-05-06T17:15:58Z,CTRL-CLD-016,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_034,maintenance,approved,testing,True
EVT-000470,2026-05-06T20:09:36Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_050,maintenance,approved,testing,True
EVT-000153,2026-05-07T14:09:14Z,CTRL-NET-006,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_014,change_request,approved,staging,False
EVT-000557,2026-05-07T15:37:50Z,CTRL-NET-002,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_027,maintenance,approved,staging,True
EVT-000912,2026-05-07T15:48:36Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_015,manual,approved,production,False
EVT-000110,2026-05-07T15:53:17Z,CTRL-IAM-018,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_023,change_request,pending,staging,False
EVT-000475,2026-05-07T17:10:32Z,CTRL-IAM-023,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_049,maintenance,approved,development,True
EVT-000891,2026-05-07T17:44:54Z,CTRL-NET-006,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_006,emergency,approved,staging,True
EVT-000982,2026-05-08T11:45:52Z,CTRL-LOG-002,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_029,change_request,approved,staging,False
EVT-000870,2026-05-08T13:54:35Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_005,maintenance,approved,development,False
EVT-000566,2026-05-08T14:30:58Z,CTRL-SRV-013,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_021,change_request,approved,production,True
EVT-000937,2026-05-08T14:48:40Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_025,emergency,approved,testing,False
EVT-000458,2026-05-08T15:36:09Z,CTRL-CLD-003,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_017,change_request,approved,development,True
EVT-000882,2026-05-09T08:31:22Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_049,change_request,approved,testing,True
EVT-000058,2026-05-09T11:49:51Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_035,manual,pending,testing,False
EVT-000906,2026-05-09T19:10:15Z,CTRL-NET-009,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_040,emergency,approved,production,False
EVT-000174,2026-05-10T09:37:33Z,CTRL-SRV-013,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_031,change_request,approved,production,True
EVT-000534,2026-05-10T11:31:58Z,CTRL-SRV-026,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_040,maintenance,approved,staging,True
EVT-000577,2026-05-10T12:11:46Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_031,maintenance,approved,production,True
EVT-000087,2026-05-10T13:50:30Z,CTRL-IAM-013,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_018,change_request,approved,production,False
EVT-000293,2026-05-10T17:29:40Z,CTRL-CLD-021,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_027,change_request,approved,production,True
EVT-000262,2026-05-10T18:06:20Z,CTRL-NET-023,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_046,change_request,approved,development,False
EVT-000144,2026-05-11T17:27:44Z,CTRL-NET-008,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_021,change_request,pending,testing,False
EVT-000781,2026-05-11T17:37:42Z,CTRL-IAM-016,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,rollback,admin_016,manual,expired,testing,True
EVT-000191,2026-05-11T17:39:10Z,CTRL-CLD-014,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_028,change_request,approved,staging,True
EVT-000849,2026-05-12T08:11:07Z,CTRL-IAM-008,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_032,manual,expired,testing,False
EVT-000685,2026-05-12T09:46:26Z,CTRL-LOG-010,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_028,maintenance,approved,staging,True
EVT-000938,2026-05-12T15:36:14Z,CTRL-SRV-010,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_015,change_request,approved,staging,False
EVT-000188,2026-05-12T16:10:47Z,CTRL-SRV-032,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_007,change_request,approved,testing,True
EVT-000158,2026-05-12T16:28:22Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_045,change_request,pending,testing,False
EVT-000472,2026-05-12T17:00:53Z,CTRL-IAM-022,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_002,maintenance,approved,staging,True
EVT-000930,2026-05-12T18:37:48Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_038,maintenance,approved,development,False
EVT-000319,2026-05-13T01:23:41Z,CTRL-SRV-007,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_030,maintenance,approved,development,True
EVT-000936,2026-05-13T09:10:54Z,CTRL-LOG-022,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_001,change_request,approved,staging,True
EVT-000502,2026-05-13T11:19:00Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_037,change_request,approved,production,True
EVT-000139,2026-05-13T14:21:06Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_026,manual,approved,staging,False
EVT-000193,2026-05-13T15:11:20Z,CTRL-NET-022,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_009,maintenance,approved,staging,True
EVT-000221,2026-05-13T19:02:13Z,CTRL-NET-021,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_016,maintenance,approved,production,True
EVT-000793,2026-05-14T09:48:04Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,rollback,admin_025,change_request,expired,development,False
EVT-000809,2026-05-14T10:22:46Z,CTRL-LOG-001,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,modification,admin_026,change_request,pending,production,False
EVT-000575,2026-05-14T13:38:32Z,CTRL-NET-002,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_031,change_request,approved,staging,True
EVT-000718,2026-05-14T13:58:04Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_050,maintenance,approved,production,True
EVT-000366,2026-05-15T09:25:26Z,CTRL-NET-013,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_020,change_request,approved,production,True
EVT-000812,2026-05-15T12:59:19Z,CTRL-NET-002,Network,Cisco Firewall,port_443,Allow,Deny,True,MEDIUM,rollback,admin_019,change_request,expired,staging,True
EVT-000846,2026-05-15T13:06:56Z,CTRL-IAM-011,Identity,AWS IAM,access_key_rotation,90 days,Never,True,MEDIUM,rollback,admin_007,change_request,pending,development,False
EVT-000767,2026-05-15T14:27:01Z,CTRL-SRV-029,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,rollback,admin_012,manual,pending,production,False
EVT-000233,2026-05-15T16:03:14Z,CTRL-CLD-014,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_049,maintenance,approved,staging,False
EVT-000430,2026-05-15T16:11:08Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_009,maintenance,approved,development,True
EVT-000295,2026-05-15T23:13:06Z,CTRL-SRV-006,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_017,maintenance,approved,staging,True
EVT-000442,2026-05-16T06:56:01Z,CTRL-CLD-022,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_028,change_request,approved,staging,True
EVT-000611,2026-05-16T07:05:36Z,CTRL-CLD-003,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_027,change_request,approved,development,True
EVT-000530,2026-05-16T14:34:50Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_021,maintenance,approved,staging,True
EVT-000443,2026-05-16T16:07:43Z,CTRL-SRV-032,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_024,maintenance,approved,testing,True
EVT-000979,2026-05-16T17:18:48Z,CTRL-NET-025,Network,Palo Alto Firewall,logging_enabled,Enabled,Enabled,False,NONE,modification,admin_023,change_request,approved,production,True
EVT-000377,2026-05-17T01:34:27Z,CTRL-CLD-022,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_008,maintenance,approved,staging,True
EVT-000401,2026-05-17T09:59:17Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_030,maintenance,approved,production,True
EVT-000967,2026-05-17T11:01:14Z,CTRL-CLD-007,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_043,manual,approved,development,True
EVT-000915,2026-05-17T15:38:16Z,CTRL-NET-018,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_040,change_request,approved,staging,True
EVT-000574,2026-05-17T20:13:28Z,CTRL-NET-021,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_033,maintenance,approved,production,True
EVT-000697,2026-05-17T21:25:48Z,CTRL-IAM-003,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_018,maintenance,approved,development,True
EVT-000450,2026-05-18T08:01:08Z,CTRL-LOG-011,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_030,maintenance,approved,development,True
EVT-000124,2026-05-18T08:39:27Z,CTRL-NET-006,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_041,manual,pending,staging,False
EVT-000678,2026-05-18T10:08:41Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_033,maintenance,approved,testing,True
EVT-000493,2026-05-18T14:29:38Z,CTRL-IAM-007,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_010,maintenance,approved,development,True
EVT-000909,2026-05-18T15:14:46Z,CTRL-CLD-014,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_013,change_request,approved,staging,True
EVT-000060,2026-05-18T15:55:51Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_048,manual,emergency,production,False
EVT-000353,2026-05-19T02:28:06Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_021,maintenance,approved,development,True
EVT-000405,2026-05-19T07:35:24Z,CTRL-CLD-005,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_031,maintenance,approved,production,True
EVT-000851,2026-05-19T09:49:12Z,CTRL-LOG-006,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_029,change_request,approved,staging,True
EVT-000505,2026-05-19T10:28:37Z,CTRL-CLD-021,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_016,maintenance,approved,production,True
EVT-000951,2026-05-19T10:29:31Z,CTRL-NET-007,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_007,manual,approved,development,True
EVT-000338,2026-05-19T16:04:33Z,CTRL-NET-022,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_025,maintenance,approved,staging,True
EVT-000168,2026-05-20T05:46:02Z,CTRL-NET-023,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_042,change_request,approved,development,False
EVT-000336,2026-05-20T10:03:51Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_015,maintenance,approved,testing,True
EVT-000695,2026-05-20T12:45:26Z,CTRL-NET-011,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_022,maintenance,approved,development,True
EVT-000126,2026-05-20T15:31:07Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_002,manual,approved,development,False
EVT-000929,2026-05-20T15:55:57Z,CTRL-LOG-006,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_029,maintenance,approved,staging,True
EVT-000325,2026-05-20T18:17:39Z,CTRL-CLD-009,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_040,change_request,approved,production,True
EVT-000808,2026-05-20T18:49:55Z,CTRL-IAM-012,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_014,change_request,expired,testing,True
EVT-000778,2026-05-20T19:05:18Z,CTRL-LOG-008,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Disabled,True,HIGH,rollback,admin_019,change_request,expired,testing,True
EVT-000073,2026-05-21T00:04:11Z,CTRL-CLD-001,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_013,manual,pending,production,False
EVT-000167,2026-05-21T08:33:18Z,CTRL-SRV-020,Endpoint,Linux Server,auditd_enabled,Running,Stopped,True,HIGH,modification,admin_026,change_request,approved,testing,False
EVT-000242,2026-05-21T10:42:48Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_004,change_request,approved,production,True
EVT-000236,2026-05-21T12:50:51Z,CTRL-SRV-031,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_008,change_request,approved,development,True
EVT-000961,2026-05-21T15:21:17Z,CTRL-SRV-027,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_021,emergency,approved,development,True
EVT-000660,2026-05-22T08:15:00Z,CTRL-LOG-001,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_026,maintenance,approved,production,True
EVT-000756,2026-05-22T10:38:11Z,CTRL-SRV-019,Endpoint,Linux Server,auditd_enabled,Running,Stopped,True,HIGH,rollback,admin_020,maintenance,expired,development,True
EVT-000389,2026-05-22T11:06:43Z,CTRL-IAM-022,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_036,change_request,approved,staging,True
EVT-000361,2026-05-22T12:41:07Z,CTRL-SRV-015,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_033,change_request,approved,development,True
EVT-000444,2026-05-22T13:51:16Z,CTRL-CLD-020,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_037,change_request,approved,testing,True
